Algorithm;Hyperparameter (C);Values
G/Tun; 0.1; 0.0530833, 0.0394058, 0.0648621, 0.0608492, 0.0662598, 0.0462183, 0.0423394, 0.0603994, 0.0459225, 0.0546215, 0.0697379, 0.0497496, 0.0863246, 0.057846, 0.063351, 0.0562249, 0.0628442, 0.047944, 0.0434883, 0.0677225, 0.0845224, 0.0411444, 0.0474486, 0.0586707, 0.0542476, 0.0503417, 0.0454263, 0.0383937, 0.0460846, 0.0443049, 0.0686118, 0.0619848, 0.0383682, 0.0710866, 0.0404735, 0.0666634, 0.0724367, 0.0479129, 0.0383064, 0.0481818, 0.0601822, 0.0439003, 0.0735458, 0.043573, 0.0441443, 0.0628533, 0.058392, 0.0662521, 0.0457909, 0.0494482, 0.068884, 0.0750276, 0.0723508, 0.0419934, 0.0488312, 0.0408385, 0.124142, 0.0515257, 0.0609978, 0.0567677, 0.0441907, 0.052316, 0.0568223, 0.05369, 0.0506284, 0.113439, 0.0742031, 0.067513, 0.0473765, 0.0472454, 0.0673328, 0.0799223, 0.0529422, 0.0688558, 0.0682737, 0.0650063, 0.0666739, 0.0603516, 0.0423259, 0.0452608, 0.0442511, 0.0466004, 0.0444154, 0.0742283, 0.0791439, 0.0420946, 0.0470118, 0.0467317, 0.0394612, 0.0579881, 0.0396386, 0.0499905, 0.0627112, 0.0696597, 0.0396644, 0.0474842, 0.0439228, 0.0406509, 0.0406378, 0.0557291, 
G/SP; 0.1; 0.0164288, 0.0268756, 0.0242043, 0.0163973, 0.0161713, 0.0163508, 0.0240182, 0.0161437, 0.0164926, 0.0163487, 0.0209804, 0.0163078, 0.0233923, 0.0242455, 0.0204996, 0.0220074, 0.0245673, 0.0162857, 0.0232817, 0.0241311, 0.0243919, 0.0224478, 0.0164508, 0.0162454, 0.0164726, 0.0163798, 0.0212964, 0.0182001, 0.0240799, 0.0220126, 0.0297241, 0.0164675, 0.0301583, 0.0165064, 0.0163278, 0.0157006, 0.0233211, 0.0165136, 0.0243825, 0.0232803, 0.0211955, 0.0130857, 0.0236911, 0.0245452, 0.00825953, 0.0162026, 0.023022, 0.0199568, 0.0241183, 0.0164228, 0.0235738, 0.0165222, 0.0352121, 0.016264, 0.0225367, 0.0242091, 0.0159244, 0.0165086, 0.0240803, 0.0150893, 0.016508, 0.0239868, 0.0163859, 0.0163282, 0.0164536, 0.00895136, 0.0244615, 0.0162572, 0.0256504, 0.0301149, 0.0161527, 0.0161803, 0.0362665, 0.0316244, 0.0303488, 0.016431, 0.0163947, 0.0164928, 0.0218306, 0.0199546, 0.0263539, 0.017174, 0.0243615, 0.0162874, 0.0237623, 0.0223262, 0.0164045, 0.0163188, 0.016444, 0.0240035, 0.0242096, 0.0164346, 0.0165119, 0.0243449, 0.0164212, 0.0164532, 0.0242604, 0.0244394, 0.0237452, 0.022259, 
G/Dep; 0.1; 0.0428699, 0.0402218, 0.0523104, 0.0610834, 0.0387583, 0.0902462, 0.0406484, 0.056253, 0.042256, 0.044321, 0.047951, 0.0425943, 0.0524286, 0.068232, 0.0664458, 0.0451415, 0.0527009, 0.0484737, 0.0555641, 0.0647362, 0.0418742, 0.0646794, 0.0427656, 0.066359, 0.0460655, 0.060983, 0.0493163, 0.0894827, 0.0397143, 0.0589447, 0.0529098, 0.0427324, 0.0440299, 0.0378579, 0.0752591, 0.0534804, 0.0541475, 0.0668787, 0.0381193, 0.0859474, 0.0499148, 0.0638053, 0.0625355, 0.0556476, 0.0408793, 0.109441, 0.0711728, 0.0385754, 0.0786163, 0.064978, 0.0456698, 0.0418619, 0.0532616, 0.0426756, 0.0590347, 0.064727, 0.0492967, 0.0494535, 0.0507885, 0.0403208, 0.0580179, 0.0394854, 0.0484399, 0.0886616, 0.0596516, 0.0551946, 0.0800365, 0.0392979, 0.0447327, 0.0526066, 0.0578622, 0.0433648, 0.0518633, 0.041375, 0.0500624, 0.053108, 0.0495696, 0.0452183, 0.101366, 0.0673764, 0.0427019, 0.0587919, 0.0410865, 0.0474004, 0.0411358, 0.043165, 0.0435497, 0.0755313, 0.041275, 0.0521183, 0.0591571, 0.0538447, 0.0412472, 0.0903368, 0.0559053, 0.0456576, 0.0621619, 0.0698689, 0.0469416, 0.0577198, 
G/Gre; 0.1; 0.0584638, 0.0567409, 0.0617096, 0.0396664, 0.0677021, 0.0434108, 0.0663053, 0.0414356, 0.0391457, 0.0683409, 0.0554563, 0.101327, 0.0474483, 0.0685372, 0.0715362, 0.0651335, 0.0420301, 0.0732575, 0.048381, 0.0370631, 0.0381312, 0.0711268, 0.123003, 0.0782159, 0.0380812, 0.071059, 0.0838424, 0.0415199, 0.059109, 0.0581819, 0.0402892, 0.0411276, 0.0502588, 0.0700099, 0.0389231, 0.0720915, 0.0492343, 0.0415982, 0.0573002, 0.0541981, 0.0754022, 0.0884642, 0.0670043, 0.051593, 0.0812889, 0.0543297, 0.0620388, 0.0440251, 0.0615672, 0.0698435, 0.0446666, 0.0536909, 0.0559371, 0.0688118, 0.0405333, 0.0422656, 0.0434744, 0.0922483, 0.092536, 0.0711772, 0.0393698, 0.0436054, 0.0644203, 0.045514, 0.0447829, 0.0414147, 0.0405248, 0.051548, 0.0680928, 0.0582725, 0.0421242, 0.0976274, 0.0462388, 0.0583398, 0.0490276, 0.0539621, 0.0644294, 0.0698459, 0.0583518, 0.0571578, 0.0581856, 0.0494208, 0.0446475, 0.0444176, 0.0398549, 0.0397062, 0.0389041, 0.0747181, 0.0400314, 0.0510192, 0.044301, 0.0557506, 0.078115, 0.0757887, 0.11604, 0.0394103, 0.039261, 0.0584384, 0.0513169, 0.0608581, 
G/Sqrt; 0.1; 0.0715362, 0.0732575, 0.0414147, 0.0617096, 0.0651335, 0.051593, 0.0812889, 0.0462388, 0.0782159, 0.0398549, 0.0559371, 0.0581819, 0.0663053, 0.0557506, 0.0644294, 0.0389041, 0.0380812, 0.0370631, 0.0711268, 0.0381312, 0.0421242, 0.0474483, 0.0400314, 0.0447829, 0.0492343, 0.048381, 0.0393698, 0.071059, 0.0680928, 0.0677021, 0.0698435, 0.0543297, 0.0490276, 0.0411276, 0.0644203, 0.0583518, 0.0402892, 0.0884642, 0.0554563, 0.101327, 0.0444176, 0.0573002, 0.0700099, 0.0405248, 0.0415199, 0.0976274, 0.0685372, 0.0698459, 0.0539621, 0.0536909, 0.0747181, 0.0541981, 0.0440251, 0.0396664, 0.078115, 0.0620388, 0.0720915, 0.0584638, 0.059109, 0.0389231, 0.0513169, 0.0583398, 0.0582725, 0.045514, 0.0571578, 0.0838424, 0.0757887, 0.0446666, 0.0615672, 0.0415982, 0.0405333, 0.092536, 0.0502588, 0.0397062, 0.051548, 0.0670043, 0.0581856, 0.0711772, 0.0754022, 0.0567409, 0.123003, 0.0922483, 0.0436054, 0.0688118, 0.0394103, 0.044301, 0.0422656, 0.0683409, 0.0434744, 0.0391457, 0.0510192, 0.0414356, 0.0494208, 0.039261, 0.0420301, 0.0446475, 0.0608581, 0.11604, 0.0584384, 0.0434108, 
G/UCT; 0.215443; 0.0631732, 0.0491964, 0.0460226, 0.062226, 0.0391821, 0.0443446, 0.0801236, 0.0391181, 0.06104, 0.0514235, 0.0411769, 0.0585039, 0.0458116, 0.0719725, 0.0462183, 0.0535599, 0.045931, 0.0427007, 0.0747172, 0.0413181, 0.0408995, 0.12163, 0.047687, 0.040014, 0.0496735, 0.0512352, 0.0392315, 0.0422972, 0.0395959, 0.0474979, 0.0478954, 0.0406625, 0.0438616, 0.0472506, 0.0747504, 0.0545133, 0.0427149, 0.0413845, 0.0375858, 0.0532898, 0.120225, 0.0646755, 0.0638461, 0.043214, 0.0454664, 0.0634891, 0.0519933, 0.0607117, 0.0842064, 0.0854831, 0.0446157, 0.0467398, 0.0641768, 0.0641619, 0.0400106, 0.0487701, 0.0387426, 0.055129, 0.0553032, 0.0475249, 0.0451532, 0.0443839, 0.0751962, 0.068533, 0.0394245, 0.0408379, 0.050734, 0.0628693, 0.0598919, 0.0383547, 0.0537637, 0.0531411, 0.0590587, 0.0385859, 0.0543574, 0.0461981, 0.070313, 0.05867, 0.0457466, 0.0374736, 0.0403315, 0.0423866, 0.0544154, 0.0435755, 0.0544823, 0.0395659, 0.0474527, 0.0400607, 0.0414565, 0.053046, 0.0398519, 0.0599573, 0.0631915, 0.110513, 0.0522669, 0.0538514, 0.0469431, 0.0435829, 0.115336, 0.0421452, 
G/Tun; 0.215443; 0.052727, 0.0397634, 0.0793094, 0.0795567, 0.0801537, 0.0410206, 0.0525703, 0.0400628, 0.0671437, 0.0451396, 0.0409333, 0.0884566, 0.0486767, 0.0431587, 0.0732049, 0.0589417, 0.0385194, 0.0576347, 0.0634252, 0.0786068, 0.0464549, 0.0541622, 0.0636521, 0.0482168, 0.0735623, 0.0535825, 0.053432, 0.0549635, 0.109701, 0.0700543, 0.0454478, 0.0529623, 0.0854428, 0.0451065, 0.0409371, 0.0478127, 0.0583655, 0.0534456, 0.0405842, 0.0483517, 0.0614522, 0.0760326, 0.0490331, 0.0590568, 0.0574169, 0.0700044, 0.0612677, 0.0808798, 0.0874192, 0.0900568, 0.0470606, 0.0806701, 0.0526199, 0.0419241, 0.0557887, 0.0681816, 0.0470014, 0.09598, 0.0413232, 0.121814, 0.0516666, 0.0449395, 0.0933069, 0.092099, 0.043888, 0.0446808, 0.070642, 0.0393908, 0.0455181, 0.0853751, 0.0410168, 0.0392666, 0.0570092, 0.0623143, 0.0559888, 0.0481681, 0.0443155, 0.051136, 0.0424575, 0.041084, 0.0542173, 0.0466602, 0.0448378, 0.0405652, 0.0506251, 0.0468196, 0.044144, 0.0620551, 0.0694203, 0.0541925, 0.0638819, 0.0470543, 0.0568249, 0.0597162, 0.0493877, 0.0520343, 0.0523627, 0.0589781, 0.0677655, 0.050656, 
G/SP; 0.215443; 0.0244615, 0.0352121, 0.0162874, 0.0164532, 0.0362665, 0.0240803, 0.0161527, 0.0263539, 0.0240035, 0.0243825, 0.0163078, 0.0241183, 0.0163282, 0.0235738, 0.0245452, 0.0164726, 0.0182001, 0.0303488, 0.0163947, 0.0242604, 0.0233211, 0.0243919, 0.0268756, 0.0163188, 0.0162454, 0.0301583, 0.0164508, 0.0232817, 0.0165086, 0.0237452, 0.0244394, 0.0150893, 0.0165136, 0.0239868, 0.00825953, 0.0220074, 0.0164675, 0.0223262, 0.0130857, 0.0256504, 0.023022, 0.016431, 0.0242091, 0.0165119, 0.0157006, 0.0204996, 0.022259, 0.017174, 0.0237623, 0.0233923, 0.0220126, 0.0164045, 0.00895136, 0.0245673, 0.0164926, 0.0225367, 0.0232803, 0.0243449, 0.0212964, 0.0218306, 0.0164228, 0.0163798, 0.0316244, 0.0243615, 0.0165064, 0.0164288, 0.0162857, 0.0242096, 0.0297241, 0.0163487, 0.0164928, 0.0163973, 0.0162026, 0.0161437, 0.0242455, 0.0199568, 0.0199546, 0.0224478, 0.0163508, 0.0164346, 0.016264, 0.0161713, 0.0209804, 0.0163278, 0.0301149, 0.0163859, 0.0164536, 0.0161803, 0.0240182, 0.0162572, 0.016444, 0.016508, 0.0236911, 0.0165222, 0.0164212, 0.0159244, 0.0240799, 0.0211955, 0.0241311, 0.0242043, 
G/Dep; 0.215443; 0.0388917, 0.0390298, 0.0750605, 0.103138, 0.0600054, 0.0530524, 0.0389619, 0.0453487, 0.0497396, 0.0393579, 0.0686277, 0.0476952, 0.0732274, 0.0621504, 0.0611214, 0.0383465, 0.0489255, 0.0625521, 0.0567757, 0.0504517, 0.0497851, 0.0492678, 0.0558518, 0.0422156, 0.0518786, 0.0605061, 0.0416515, 0.071944, 0.0478375, 0.0567922, 0.0712883, 0.0481098, 0.0439159, 0.0469408, 0.0692138, 0.0654671, 0.0740255, 0.0414349, 0.0385979, 0.0453849, 0.0522493, 0.133663, 0.0579396, 0.0545354, 0.0387686, 0.0446152, 0.0751168, 0.101074, 0.051214, 0.0370877, 0.133407, 0.0564208, 0.0889107, 0.0475272, 0.0861195, 0.0745886, 0.0398782, 0.0606133, 0.0387069, 0.0566296, 0.0540786, 0.105639, 0.0557919, 0.0908844, 0.0776506, 0.0424864, 0.0493686, 0.0478119, 0.0940394, 0.0840519, 0.0555713, 0.0881396, 0.0618769, 0.0676895, 0.0666856, 0.0682514, 0.052058, 0.0586623, 0.0399574, 0.0549688, 0.0459111, 0.0398271, 0.0408163, 0.054193, 0.0520578, 0.0638089, 0.0497253, 0.0589165, 0.0442163, 0.0631274, 0.0600101, 0.0437368, 0.0395659, 0.0618569, 0.0384888, 0.0539448, 0.041866, 0.0611659, 0.063093, 0.0488945, 
G/Gre; 0.215443; 0.0751962, 0.0392315, 0.0411769, 0.0421452, 0.0544823, 0.0646755, 0.0395959, 0.0427149, 0.0461981, 0.0854831, 0.0538514, 0.050734, 0.0522669, 0.0553032, 0.0458116, 0.0443446, 0.05867, 0.0545133, 0.0383547, 0.0474527, 0.0423866, 0.0395659, 0.110513, 0.0475249, 0.0385859, 0.0391821, 0.0446157, 0.0544154, 0.0413845, 0.0491964, 0.0543574, 0.0747504, 0.115336, 0.0641619, 0.047687, 0.0478954, 0.0599573, 0.0514235, 0.0467398, 0.0375858, 0.0537637, 0.0472506, 0.0641768, 0.0535599, 0.043214, 0.040014, 0.045931, 0.0374736, 0.0532898, 0.0451532, 0.0474979, 0.0469431, 0.0457466, 0.0590587, 0.0487701, 0.0435829, 0.062226, 0.0438616, 0.12163, 0.0403315, 0.0585039, 0.0460226, 0.0400607, 0.0391181, 0.0443839, 0.0496735, 0.0719725, 0.0414565, 0.0607117, 0.0400106, 0.068533, 0.0398519, 0.0422972, 0.0531411, 0.0631732, 0.0408379, 0.0631915, 0.0408995, 0.0801236, 0.055129, 0.0413181, 0.120225, 0.0598919, 0.0387426, 0.0454664, 0.0842064, 0.0435755, 0.0427007, 0.0634891, 0.0628693, 0.053046, 0.0638461, 0.0519933, 0.06104, 0.0462183, 0.0747172, 0.070313, 0.0394245, 0.0406625, 0.0512352, 
G/Sqrt; 0.215443; 0.0543574, 0.0598919, 0.0628693, 0.0454664, 0.0631915, 0.0443839, 0.0472506, 0.0438616, 0.0446157, 0.068533, 0.043214, 0.06104, 0.0374736, 0.0475249, 0.0394245, 0.0443446, 0.050734, 0.0422972, 0.0747172, 0.0427007, 0.0460226, 0.0392315, 0.0545133, 0.0519933, 0.055129, 0.0400106, 0.0474979, 0.0474527, 0.0538514, 0.0585039, 0.0427149, 0.120225, 0.115336, 0.0544154, 0.0398519, 0.0408379, 0.0854831, 0.0514235, 0.110513, 0.0406625, 0.0391181, 0.0801236, 0.070313, 0.0400607, 0.0638461, 0.0383547, 0.0414565, 0.062226, 0.0496735, 0.0747504, 0.0458116, 0.0634891, 0.0421452, 0.053046, 0.0391821, 0.12163, 0.0413181, 0.0631732, 0.0590587, 0.0522669, 0.0461981, 0.0537637, 0.0553032, 0.0403315, 0.0462183, 0.0719725, 0.0451532, 0.0411769, 0.0435755, 0.0641768, 0.0469431, 0.0395659, 0.0535599, 0.0599573, 0.0512352, 0.0408995, 0.040014, 0.05867, 0.0413845, 0.0646755, 0.047687, 0.0375858, 0.0423866, 0.0467398, 0.0487701, 0.0531411, 0.0751962, 0.0607117, 0.0544823, 0.045931, 0.0387426, 0.0395959, 0.0435829, 0.0532898, 0.0491964, 0.0842064, 0.0385859, 0.0478954, 0.0641619, 0.0457466, 
G/UCT; 0.464159; 0.061518, 0.0553552, 0.0636301, 0.0552882, 0.0529169, 0.0491973, 0.0588929, 0.0660123, 0.052806, 0.0591656, 0.0537465, 0.0453979, 0.0406405, 0.0488902, 0.0424769, 0.0429707, 0.0479579, 0.0715757, 0.0554479, 0.0515448, 0.0703497, 0.0428192, 0.0435003, 0.0480341, 0.0671986, 0.0417405, 0.0406568, 0.0543715, 0.0536232, 0.0685368, 0.0708761, 0.0434463, 0.0454129, 0.0434923, 0.048293, 0.064703, 0.0454026, 0.0781757, 0.0524711, 0.0379373, 0.0643467, 0.0423651, 0.0489565, 0.0412319, 0.0378355, 0.0738752, 0.0952675, 0.0830652, 0.0568978, 0.0422882, 0.0395998, 0.0564437, 0.0654027, 0.0462691, 0.117861, 0.0510684, 0.0409158, 0.109228, 0.0544406, 0.0578245, 0.0542529, 0.0393872, 0.0914233, 0.0501688, 0.0490878, 0.0840662, 0.0523106, 0.0765652, 0.0495948, 0.0411128, 0.0553635, 0.042633, 0.0590722, 0.0497087, 0.0656771, 0.054187, 0.0665428, 0.0714314, 0.0413002, 0.0540291, 0.0725892, 0.0421027, 0.0441461, 0.0375207, 0.0610303, 0.0640864, 0.0437902, 0.0422983, 0.045684, 0.0388312, 0.0411131, 0.07884, 0.0552563, 0.0576138, 0.0491492, 0.0463899, 0.0424889, 0.041089, 0.0404662, 0.0423282, 
G/Tun; 0.464159; 0.0532968, 0.054204, 0.0573455, 0.0767671, 0.0547647, 0.0504497, 0.0615778, 0.0454898, 0.0412858, 0.0678013, 0.045456, 0.0770792, 0.0668391, 0.0505452, 0.0670008, 0.0385756, 0.0462345, 0.124459, 0.0477091, 0.0442263, 0.0477092, 0.0484935, 0.0902612, 0.055134, 0.0632508, 0.0499432, 0.0616625, 0.0418204, 0.039712, 0.0580782, 0.0439351, 0.112171, 0.0463689, 0.0915135, 0.0402749, 0.070851, 0.0469051, 0.0523223, 0.0560703, 0.0598442, 0.0700666, 0.039237, 0.0489853, 0.0684395, 0.0586861, 0.0567249, 0.0429304, 0.0525292, 0.0728961, 0.0428955, 0.0487133, 0.0611954, 0.0467263, 0.0551329, 0.0508671, 0.047761, 0.0598181, 0.0734574, 0.0585365, 0.0477136, 0.0606802, 0.0531312, 0.0597806, 0.0582986, 0.0603032, 0.0443638, 0.0918271, 0.0768572, 0.069556, 0.071932, 0.0421633, 0.0520074, 0.0425758, 0.0473358, 0.06418, 0.0839244, 0.0442489, 0.0874255, 0.0429804, 0.0586395, 0.0413984, 0.0504226, 0.05723, 0.0584779, 0.0487675, 0.0711195, 0.0496528, 0.0384327, 0.0429757, 0.0400613, 0.08206, 0.0412662, 0.0651673, 0.0456007, 0.059388, 0.0665297, 0.0481544, 0.0635684, 0.0526142, 0.0466917, 
G/SP; 0.464159; 0.0163798, 0.0352121, 0.0164346, 0.0161713, 0.0164532, 0.016444, 0.0164675, 0.0150893, 0.0242604, 0.0233923, 0.0165064, 0.0199546, 0.0224478, 0.0159244, 0.0301149, 0.0243919, 0.0233211, 0.0242096, 0.00825953, 0.0162572, 0.0162454, 0.0130857, 0.0245452, 0.0165136, 0.023022, 0.0162874, 0.0297241, 0.0242043, 0.0164726, 0.016431, 0.0165086, 0.017174, 0.0164536, 0.0316244, 0.0243615, 0.0263539, 0.0163282, 0.0244394, 0.0209804, 0.0241311, 0.0161803, 0.022259, 0.0362665, 0.0199568, 0.0164212, 0.0232803, 0.0237452, 0.0303488, 0.0162857, 0.0240803, 0.0161527, 0.00895136, 0.0240799, 0.0164508, 0.0163078, 0.0220126, 0.0163508, 0.0165119, 0.016264, 0.0241183, 0.0218306, 0.0165222, 0.0235738, 0.0225367, 0.0240035, 0.0163487, 0.0243449, 0.0244615, 0.0204996, 0.0243825, 0.0163973, 0.0268756, 0.0242091, 0.0237623, 0.0220074, 0.0236911, 0.0223262, 0.0161437, 0.0212964, 0.0256504, 0.0242455, 0.0182001, 0.0164926, 0.0245673, 0.0211955, 0.0301583, 0.0232817, 0.0164228, 0.0240182, 0.0239868, 0.0157006, 0.016508, 0.0164288, 0.0164928, 0.0163947, 0.0162026, 0.0164045, 0.0163859, 0.0163278, 0.0163188, 
G/Dep; 0.464159; 0.0646938, 0.0797498, 0.0436538, 0.0472914, 0.0600589, 0.0406702, 0.042747, 0.0568516, 0.0437302, 0.0544834, 0.0442388, 0.0605191, 0.0463651, 0.0475409, 0.0606999, 0.0432717, 0.0582131, 0.0522481, 0.104918, 0.0539213, 0.0514256, 0.0783174, 0.0646797, 0.0572579, 0.0594131, 0.0422563, 0.100993, 0.0421667, 0.0981612, 0.063546, 0.0869372, 0.0660052, 0.0614465, 0.0417774, 0.0531484, 0.0425448, 0.0507572, 0.0497241, 0.0427906, 0.0555989, 0.0419596, 0.0477501, 0.0517141, 0.038509, 0.0395086, 0.0565764, 0.0478886, 0.0490263, 0.0735637, 0.0536289, 0.0999823, 0.049155, 0.0395333, 0.0848306, 0.0394023, 0.0580557, 0.0433218, 0.0681029, 0.0706538, 0.0538403, 0.0449584, 0.0406316, 0.0811629, 0.0508727, 0.0585268, 0.0815401, 0.0393929, 0.060278, 0.0682699, 0.0394669, 0.0530124, 0.0501821, 0.0630945, 0.0541927, 0.0841904, 0.0418004, 0.0646794, 0.0805021, 0.0492362, 0.0552398, 0.0412857, 0.0551313, 0.0446198, 0.0637734, 0.0443588, 0.0541904, 0.0555967, 0.0467889, 0.063255, 0.049016, 0.0491969, 0.0510995, 0.0475597, 0.0583343, 0.048214, 0.0479164, 0.0623429, 0.128832, 0.050469, 0.0499169, 
G/Gre; 0.464159; 0.0576138, 0.0529169, 0.0411131, 0.0578245, 0.0454026, 0.0490878, 0.0738752, 0.0540291, 0.0388312, 0.0703497, 0.048293, 0.0501688, 0.0435003, 0.0564437, 0.0543715, 0.109228, 0.0537465, 0.0765652, 0.0437902, 0.0489565, 0.0725892, 0.0914233, 0.0379373, 0.0491492, 0.061518, 0.07884, 0.0708761, 0.0412319, 0.0510684, 0.0413002, 0.0553635, 0.0395998, 0.0378355, 0.0423651, 0.0536232, 0.0441461, 0.0781757, 0.0640864, 0.052806, 0.0656771, 0.0417405, 0.0554479, 0.041089, 0.0685368, 0.0588929, 0.0421027, 0.0404662, 0.117861, 0.0488902, 0.0406568, 0.0523106, 0.0643467, 0.0491973, 0.0715757, 0.0544406, 0.045684, 0.0423282, 0.0422882, 0.0424769, 0.0671986, 0.0434463, 0.0590722, 0.0424889, 0.0952675, 0.0654027, 0.0462691, 0.0568978, 0.0429707, 0.0552882, 0.0524711, 0.0497087, 0.0660123, 0.0495948, 0.0480341, 0.0411128, 0.0830652, 0.042633, 0.0375207, 0.0409158, 0.0515448, 0.0714314, 0.0393872, 0.0665428, 0.0636301, 0.0428192, 0.064703, 0.0553552, 0.0479579, 0.0552563, 0.0406405, 0.0840662, 0.0463899, 0.0434923, 0.054187, 0.0591656, 0.0422983, 0.0542529, 0.0453979, 0.0454129, 0.0610303, 
G/Sqrt; 0.464159; 0.0409158, 0.0428192, 0.0588929, 0.0665428, 0.0552882, 0.054187, 0.0422983, 0.0840662, 0.0640864, 0.0434923, 0.07884, 0.0453979, 0.0610303, 0.109228, 0.0685368, 0.0441461, 0.0714314, 0.0536232, 0.0542529, 0.0480341, 0.0429707, 0.0406568, 0.0529169, 0.0393872, 0.0553635, 0.0781757, 0.0660123, 0.0540291, 0.0725892, 0.042633, 0.0708761, 0.0434463, 0.0654027, 0.0656771, 0.0544406, 0.0413002, 0.052806, 0.0379373, 0.0636301, 0.0523106, 0.0454026, 0.0488902, 0.0479579, 0.0435003, 0.0564437, 0.117861, 0.0406405, 0.0424889, 0.041089, 0.0423282, 0.061518, 0.0422882, 0.0543715, 0.0412319, 0.0510684, 0.0515448, 0.0643467, 0.0952675, 0.0423651, 0.0491973, 0.0830652, 0.0591656, 0.0454129, 0.0914233, 0.0462691, 0.048293, 0.0715757, 0.0388312, 0.0378355, 0.0497087, 0.0738752, 0.0590722, 0.0553552, 0.0417405, 0.0490878, 0.0491492, 0.0404662, 0.0375207, 0.0421027, 0.0671986, 0.0578245, 0.0703497, 0.0495948, 0.0552563, 0.0395998, 0.0411128, 0.0463899, 0.064703, 0.0568978, 0.0437902, 0.0424769, 0.0501688, 0.0537465, 0.0576138, 0.0765652, 0.0489565, 0.0554479, 0.0524711, 0.045684, 0.0411131, 
G/UCT; 1; 0.0386774, 0.0549342, 0.0560644, 0.0379287, 0.0518257, 0.0710885, 0.0376698, 0.046776, 0.0421729, 0.0541868, 0.0894959, 0.0439727, 0.0467861, 0.049005, 0.0487142, 0.0651782, 0.0526861, 0.05723, 0.0415639, 0.0531211, 0.0431418, 0.0371654, 0.044536, 0.0414941, 0.0405097, 0.0606144, 0.0657175, 0.0481639, 0.0412206, 0.0491192, 0.0402848, 0.0557364, 0.037624, 0.0390974, 0.105205, 0.0552807, 0.0591268, 0.0385895, 0.0402928, 0.0608091, 0.0447151, 0.0739348, 0.0389246, 0.0417519, 0.0812844, 0.0407687, 0.0435445, 0.0518983, 0.0509836, 0.04922, 0.0470869, 0.105387, 0.0422952, 0.0655928, 0.0415078, 0.0401755, 0.0394346, 0.0489429, 0.0481415, 0.0426631, 0.0399488, 0.0584568, 0.0741791, 0.0544591, 0.0397062, 0.0448624, 0.0771896, 0.0607089, 0.0424783, 0.043092, 0.049918, 0.0508887, 0.0434928, 0.0662298, 0.0433412, 0.0562735, 0.043431, 0.0754144, 0.0570924, 0.0386756, 0.038686, 0.0511252, 0.0528693, 0.0390402, 0.0521177, 0.0797247, 0.0536581, 0.0509071, 0.0635149, 0.059628, 0.0512285, 0.0385303, 0.0638717, 0.0580684, 0.0390699, 0.0495638, 0.065346, 0.0395356, 0.0612953, 0.0696547, 
G/Tun; 1; 0.0896327, 0.0383872, 0.0547394, 0.059628, 0.0431341, 0.039534, 0.0711342, 0.0754386, 0.0501997, 0.0688426, 0.069437, 0.0563181, 0.04908, 0.0875867, 0.0407036, 0.0564729, 0.0433071, 0.054926, 0.0733217, 0.0554769, 0.0528667, 0.0516287, 0.0391161, 0.0555919, 0.0566821, 0.0653603, 0.0416459, 0.0603526, 0.0440284, 0.046931, 0.0675115, 0.0604586, 0.0426386, 0.0462097, 0.0600546, 0.0847112, 0.0952257, 0.0489183, 0.0578956, 0.0563525, 0.0738457, 0.0574523, 0.0510746, 0.0583539, 0.0793419, 0.0943731, 0.0466119, 0.0413351, 0.0567143, 0.0528315, 0.0567817, 0.0590331, 0.0421726, 0.0833192, 0.0543629, 0.0401686, 0.0563113, 0.0546152, 0.0491426, 0.0606147, 0.0669586, 0.0503278, 0.046414, 0.0701233, 0.0817842, 0.0397895, 0.0498864, 0.0533988, 0.041479, 0.0478843, 0.0405445, 0.0409249, 0.0475234, 0.0415449, 0.0452057, 0.0429604, 0.0732624, 0.038658, 0.0450156, 0.0405308, 0.0457389, 0.0529296, 0.0389126, 0.0534344, 0.0487156, 0.0394344, 0.072251, 0.0500448, 0.0481452, 0.0573568, 0.0578216, 0.0641472, 0.0571502, 0.0458259, 0.055959, 0.0393378, 0.0430644, 0.0534524, 0.0567786, 0.0420487, 
